spans	sentence
0 1	Elizabeth Christ was born at Kallstadt on 10 October 1880 . His mother is Anna Marie Anthon
5 5	Elizabeth Christ was born at Kallstadt on 10 October 1880 . His mother is Anna Marie Anthon
7 9	Elizabeth Christ was born at Kallstadt on 10 October 1880 . His mother is Anna Marie Anthon
14 16	Elizabeth Christ was born at Kallstadt on 10 October 1880 . His mother is Anna Marie Anthon
0 2	Mary Elizabeth Ponsonby was born at Whitehaven on 04 March 1776 . His mother is Louisa Molesworth
6 6	Mary Elizabeth Ponsonby was born at Whitehaven on 04 March 1776 . His mother is Louisa Molesworth
8 10	Mary Elizabeth Ponsonby was born at Whitehaven on 04 March 1776 . His mother is Louisa Molesworth
15 16	Mary Elizabeth Ponsonby was born at Whitehaven on 04 March 1776 . His mother is Louisa Molesworth
0 2	Mary Elizabeth Ponsonby was born at Whitehaven on 01 January 1776 . His mother is Louisa Molesworth
6 6	Mary Elizabeth Ponsonby was born at Whitehaven on 01 January 1776 . His mother is Louisa Molesworth
8 10	Mary Elizabeth Ponsonby was born at Whitehaven on 01 January 1776 . His mother is Louisa Molesworth
15 16	Mary Elizabeth Ponsonby was born at Whitehaven on 01 January 1776 . His mother is Louisa Molesworth
0 1	Genevieve Clark was born at Balclutha on 29 November 1894 . His mother is Genevieve Davis Bennett
5 5	Genevieve Clark was born at Balclutha on 29 November 1894 . His mother is Genevieve Davis Bennett
7 9	Genevieve Clark was born at Balclutha on 29 November 1894 . His mother is Genevieve Davis Bennett
14 16	Genevieve Clark was born at Balclutha on 29 November 1894 . His mother is Genevieve Davis Bennett
0 2	John Grinham Kerr was born at New York City on 15 November 1931 . His mother is June Walker
6 8	John Grinham Kerr was born at New York City on 15 November 1931 . His mother is June Walker
10 12	John Grinham Kerr was born at New York City on 15 November 1931 . His mother is June Walker
17 18	John Grinham Kerr was born at New York City on 15 November 1931 . His mother is June Walker
0 3	Maya Khabira Rudolph Riperton was born at Gainesville on 27 July 1972 . His mother is Minnie Riperton
7 7	Maya Khabira Rudolph Riperton was born at Gainesville on 27 July 1972 . His mother is Minnie Riperton
9 11	Maya Khabira Rudolph Riperton was born at Gainesville on 27 July 1972 . His mother is Minnie Riperton
16 17	Maya Khabira Rudolph Riperton was born at Gainesville on 27 July 1972 . His mother is Minnie Riperton
0 3	James Earl Carter Jr. was born at Lillian G. Carter Nursing Center on 01 October 1924 . His mother is Lillian Gordy Carter
7 11	James Earl Carter Jr. was born at Lillian G. Carter Nursing Center on 01 October 1924 . His mother is Lillian Gordy Carter
13 15	James Earl Carter Jr. was born at Lillian G. Carter Nursing Center on 01 October 1924 . His mother is Lillian Gordy Carter
20 22	James Earl Carter Jr. was born at Lillian G. Carter Nursing Center on 01 October 1924 . His mother is Lillian Gordy Carter
0 3	James Earl Carter Jr. was born at Plains on 01 October 1924 . His mother is Lillian Gordy Carter
7 7	James Earl Carter Jr. was born at Plains on 01 October 1924 . His mother is Lillian Gordy Carter
9 11	James Earl Carter Jr. was born at Plains on 01 October 1924 . His mother is Lillian Gordy Carter
16 18	James Earl Carter Jr. was born at Plains on 01 October 1924 . His mother is Lillian Gordy Carter
0 2	Barbara Leigh Smith was born at Whatlington on 08 April 1827 . His mother is Anne Longden
6 6	Barbara Leigh Smith was born at Whatlington on 08 April 1827 . His mother is Anne Longden
8 10	Barbara Leigh Smith was born at Whatlington on 08 April 1827 . His mother is Anne Longden
15 16	Barbara Leigh Smith was born at Whatlington on 08 April 1827 . His mother is Anne Longden
0 2	Richard George Rogers was born at Florence on 23 July 1933 . His mother is Dada Gelringer
6 6	Richard George Rogers was born at Florence on 23 July 1933 . His mother is Dada Gelringer
8 10	Richard George Rogers was born at Florence on 23 July 1933 . His mother is Dada Gelringer
15 16	Richard George Rogers was born at Florence on 23 July 1933 . His mother is Dada Gelringer
0 2	Helen Porter Mitchell was born at Melbourne on 19 May 1861 . His mother is Isabella Ann Dow
6 6	Helen Porter Mitchell was born at Melbourne on 19 May 1861 . His mother is Isabella Ann Dow
8 10	Helen Porter Mitchell was born at Melbourne on 19 May 1861 . His mother is Isabella Ann Dow
15 17	Helen Porter Mitchell was born at Melbourne on 19 May 1861 . His mother is Isabella Ann Dow
0 2	Helen Porter Mitchell was born at Richmond on 19 May 1861 . His mother is Isabella Ann Dow
6 6	Helen Porter Mitchell was born at Richmond on 19 May 1861 . His mother is Isabella Ann Dow
8 10	Helen Porter Mitchell was born at Richmond on 19 May 1861 . His mother is Isabella Ann Dow
15 17	Helen Porter Mitchell was born at Richmond on 19 May 1861 . His mother is Isabella Ann Dow
0 3	Clive Douglas Christopher Joy-Morancho was born at Zimbabwe on 01 September 1958 . His mother is Montserrat Morancho Saumench
7 7	Clive Douglas Christopher Joy-Morancho was born at Zimbabwe on 01 September 1958 . His mother is Montserrat Morancho Saumench
9 11	Clive Douglas Christopher Joy-Morancho was born at Zimbabwe on 01 September 1958 . His mother is Montserrat Morancho Saumench
16 18	Clive Douglas Christopher Joy-Morancho was born at Zimbabwe on 01 September 1958 . His mother is Montserrat Morancho Saumench
0 2	Douglas Ross Hyde was born at Castlerea on 17 January 1860 . His mother is Elizabeth Oldfield
6 6	Douglas Ross Hyde was born at Castlerea on 17 January 1860 . His mother is Elizabeth Oldfield
8 10	Douglas Ross Hyde was born at Castlerea on 17 January 1860 . His mother is Elizabeth Oldfield
15 16	Douglas Ross Hyde was born at Castlerea on 17 January 1860 . His mother is Elizabeth Oldfield
0 2	Alfred Bernhard Nobel was born at Jakob and Johanne parish on 21 October 1833 . His mother is Karolina Andriette Ahlsell
6 9	Alfred Bernhard Nobel was born at Jakob and Johanne parish on 21 October 1833 . His mother is Karolina Andriette Ahlsell
11 13	Alfred Bernhard Nobel was born at Jakob and Johanne parish on 21 October 1833 . His mother is Karolina Andriette Ahlsell
18 20	Alfred Bernhard Nobel was born at Jakob and Johanne parish on 21 October 1833 . His mother is Karolina Andriette Ahlsell
0 2	Alfred Bernhard Nobel was born at Stockholm on 21 October 1833 . His mother is Karolina Andriette Ahlsell
6 6	Alfred Bernhard Nobel was born at Stockholm on 21 October 1833 . His mother is Karolina Andriette Ahlsell
8 10	Alfred Bernhard Nobel was born at Stockholm on 21 October 1833 . His mother is Karolina Andriette Ahlsell
15 17	Alfred Bernhard Nobel was born at Stockholm on 21 October 1833 . His mother is Karolina Andriette Ahlsell
0 3	Thomas Coleman du Pont was born at Louisville on 11 December 1863 . His mother is Ellen Coleman Du Pont
7 7	Thomas Coleman du Pont was born at Louisville on 11 December 1863 . His mother is Ellen Coleman Du Pont
9 11	Thomas Coleman du Pont was born at Louisville on 11 December 1863 . His mother is Ellen Coleman Du Pont
16 19	Thomas Coleman du Pont was born at Louisville on 11 December 1863 . His mother is Ellen Coleman Du Pont
0 1	Mona Jandali was born at Green Bay on 14 June 1957 . His mother is Joanne Carole Schieble
5 6	Mona Jandali was born at Green Bay on 14 June 1957 . His mother is Joanne Carole Schieble
8 10	Mona Jandali was born at Green Bay on 14 June 1957 . His mother is Joanne Carole Schieble
15 17	Mona Jandali was born at Green Bay on 14 June 1957 . His mother is Joanne Carole Schieble
0 2	Kattie B. Screws was born at Barbour County on 04 May 1930 . His mother is Martha Bridges
6 7	Kattie B. Screws was born at Barbour County on 04 May 1930 . His mother is Martha Bridges
9 11	Kattie B. Screws was born at Barbour County on 04 May 1930 . His mother is Martha Bridges
16 17	Kattie B. Screws was born at Barbour County on 04 May 1930 . His mother is Martha Bridges
0 2	John Adam Belushi was born at Humboldt Park on 24 January 1949 . His mother is Agnes Belushi
6 7	John Adam Belushi was born at Humboldt Park on 24 January 1949 . His mother is Agnes Belushi
9 11	John Adam Belushi was born at Humboldt Park on 24 January 1949 . His mother is Agnes Belushi
16 17	John Adam Belushi was born at Humboldt Park on 24 January 1949 . His mother is Agnes Belushi
0 1	Cecilia Cavendish-Bentinck was born at London on 11 September 1862 . His mother is Louisa Cavendish-Bentinck
5 5	Cecilia Cavendish-Bentinck was born at London on 11 September 1862 . His mother is Louisa Cavendish-Bentinck
7 9	Cecilia Cavendish-Bentinck was born at London on 11 September 1862 . His mother is Louisa Cavendish-Bentinck
14 15	Cecilia Cavendish-Bentinck was born at London on 11 September 1862 . His mother is Louisa Cavendish-Bentinck
0 2	Lisa Lenore Hanawalt was born at Palo Alto on 19 June 1983 . His mother is Graciela Spivak
6 7	Lisa Lenore Hanawalt was born at Palo Alto on 19 June 1983 . His mother is Graciela Spivak
9 11	Lisa Lenore Hanawalt was born at Palo Alto on 19 June 1983 . His mother is Graciela Spivak
16 17	Lisa Lenore Hanawalt was born at Palo Alto on 19 June 1983 . His mother is Graciela Spivak
0 2	Ivana Marie Trump was born at Manhattan on 30 October 1981 . His mother is Ivana Trump
6 6	Ivana Marie Trump was born at Manhattan on 30 October 1981 . His mother is Ivana Trump
8 10	Ivana Marie Trump was born at Manhattan on 30 October 1981 . His mother is Ivana Trump
15 16	Ivana Marie Trump was born at Manhattan on 30 October 1981 . His mother is Ivana Trump
0 2	Arthur Lithgow Osborne was born at Auburn on 01 January 1892 . His mother is Agnes Devens
6 6	Arthur Lithgow Osborne was born at Auburn on 01 January 1892 . His mother is Agnes Devens
8 10	Arthur Lithgow Osborne was born at Auburn on 01 January 1892 . His mother is Agnes Devens
15 16	Arthur Lithgow Osborne was born at Auburn on 01 January 1892 . His mother is Agnes Devens
0 2	Isabella Augusta Persse was born at Loughrea on 15 March 1852 . His mother is Frances Barry
6 6	Isabella Augusta Persse was born at Loughrea on 15 March 1852 . His mother is Frances Barry
8 10	Isabella Augusta Persse was born at Loughrea on 15 March 1852 . His mother is Frances Barry
15 16	Isabella Augusta Persse was born at Loughrea on 15 March 1852 . His mother is Frances Barry
0 2	Susan Ker Weld was born at New York City on 27 August 1943 . His mother is Yosene Balfour Weld
6 8	Susan Ker Weld was born at New York City on 27 August 1943 . His mother is Yosene Balfour Weld
10 12	Susan Ker Weld was born at New York City on 27 August 1943 . His mother is Yosene Balfour Weld
17 19	Susan Ker Weld was born at New York City on 27 August 1943 . His mother is Yosene Balfour Weld
0 2	Lizzie Andrew Borden was born at Fall River on 19 July 1860 . His mother is Sarah Anthony Jane Borden
6 7	Lizzie Andrew Borden was born at Fall River on 19 July 1860 . His mother is Sarah Anthony Jane Borden
9 11	Lizzie Andrew Borden was born at Fall River on 19 July 1860 . His mother is Sarah Anthony Jane Borden
16 19	Lizzie Andrew Borden was born at Fall River on 19 July 1860 . His mother is Sarah Anthony Jane Borden
0 2	Marcia Allison Wellstone was born on 01 January 1969 . His mother is Sheila Wellstone
6 8	Marcia Allison Wellstone was born on 01 January 1969 . His mother is Sheila Wellstone
13 14	Marcia Allison Wellstone was born on 01 January 1969 . His mother is Sheila Wellstone
0 1	Frances Molesworth was born on 01 January 1766 . His mother is Anne Elizabeth Smith
5 7	Frances Molesworth was born on 01 January 1766 . His mother is Anne Elizabeth Smith
12 14	Frances Molesworth was born on 01 January 1766 . His mother is Anne Elizabeth Smith
0 2	Joan Alexandra Molinsky was born at Brooklyn on 08 June 1933 . His mother is Beatrice Grushman Molinsky
6 6	Joan Alexandra Molinsky was born at Brooklyn on 08 June 1933 . His mother is Beatrice Grushman Molinsky
8 10	Joan Alexandra Molinsky was born at Brooklyn on 08 June 1933 . His mother is Beatrice Grushman Molinsky
15 17	Joan Alexandra Molinsky was born at Brooklyn on 08 June 1933 . His mother is Beatrice Grushman Molinsky
0 1	Julia Ward was born at New York City on 27 May 1819 . His mother is Julia Rush Cutler Ward
5 7	Julia Ward was born at New York City on 27 May 1819 . His mother is Julia Rush Cutler Ward
9 11	Julia Ward was born at New York City on 27 May 1819 . His mother is Julia Rush Cutler Ward
16 19	Julia Ward was born at New York City on 27 May 1819 . His mother is Julia Rush Cutler Ward
0 4	Margarita Elizabeth Rose Alleyne Armstrong-Jones was born at Portland Hospital on 14 May 2002 . His mother is Serena Armstrong-Jones, Countess of Snowdon
8 9	Margarita Elizabeth Rose Alleyne Armstrong-Jones was born at Portland Hospital on 14 May 2002 . His mother is Serena Armstrong-Jones, Countess of Snowdon
11 13	Margarita Elizabeth Rose Alleyne Armstrong-Jones was born at Portland Hospital on 14 May 2002 . His mother is Serena Armstrong-Jones, Countess of Snowdon
18 22	Margarita Elizabeth Rose Alleyne Armstrong-Jones was born at Portland Hospital on 14 May 2002 . His mother is Serena Armstrong-Jones, Countess of Snowdon
0 2	Athalie Anita Irvine was born on 01 July 1933 . His mother is Athalie Clarke
6 8	Athalie Anita Irvine was born on 01 July 1933 . His mother is Athalie Clarke
13 14	Athalie Anita Irvine was born on 01 July 1933 . His mother is Athalie Clarke
0 1	Elisabeth Niebuhr was born at New York City on 13 January 1939 . His mother is Ursula Niebuhr
5 7	Elisabeth Niebuhr was born at New York City on 13 January 1939 . His mother is Ursula Niebuhr
9 11	Elisabeth Niebuhr was born at New York City on 13 January 1939 . His mother is Ursula Niebuhr
16 17	Elisabeth Niebuhr was born at New York City on 13 January 1939 . His mother is Ursula Niebuhr
0 2	Ronda Jean Rousey was born at Santa Monica on 01 February 1987 . His mother is AnnMaria De Mars
6 7	Ronda Jean Rousey was born at Santa Monica on 01 February 1987 . His mother is AnnMaria De Mars
9 11	Ronda Jean Rousey was born at Santa Monica on 01 February 1987 . His mother is AnnMaria De Mars
16 18	Ronda Jean Rousey was born at Santa Monica on 01 February 1987 . His mother is AnnMaria De Mars
0 2	Ronda Jean Rousey was born at Santa Monica on 01 January 1987 . His mother is AnnMaria De Mars
6 7	Ronda Jean Rousey was born at Santa Monica on 01 January 1987 . His mother is AnnMaria De Mars
9 11	Ronda Jean Rousey was born at Santa Monica on 01 January 1987 . His mother is AnnMaria De Mars
16 18	Ronda Jean Rousey was born at Santa Monica on 01 January 1987 . His mother is AnnMaria De Mars
0 2	Lady Katherine Grey was born at Leicester on 25 August 1540 . His mother is Frances Grey, Duchess of Suffolk
6 6	Lady Katherine Grey was born at Leicester on 25 August 1540 . His mother is Frances Grey, Duchess of Suffolk
8 10	Lady Katherine Grey was born at Leicester on 25 August 1540 . His mother is Frances Grey, Duchess of Suffolk
15 19	Lady Katherine Grey was born at Leicester on 25 August 1540 . His mother is Frances Grey, Duchess of Suffolk
0 1	Ann Dudley was born at Northampton on 20 March 1612 . His mother is Dorothy Yorke
5 5	Ann Dudley was born at Northampton on 20 March 1612 . His mother is Dorothy Yorke
7 9	Ann Dudley was born at Northampton on 20 March 1612 . His mother is Dorothy Yorke
14 15	Ann Dudley was born at Northampton on 20 March 1612 . His mother is Dorothy Yorke
